PRODUCE,COST PER POUND,POUNDS SOLD,TOTAL
Kale,5.02,37,"=ROUND(B1284*C1284,2)"
Potatoes,0.86,23.7,"=ROUND(B1285*C1285,2)"
Fava beans,2.69,10.9,"=ROUND(B1286*C1286,2)"
Watermelon,0.66,33.4,"=ROUND(B1287*C1287,2)"
Avocados,3.23,22.3,"=ROUND(B1288*C1288,2)"
Brussels sprouts,1.65,19.8,"=ROUND(B1289*C1289,2)"
Okra,2.26,8.6,"=ROUND(B1290*C1290,2)"
Parsnips,2.27,36.2,"=ROUND(B1291*C1291,2)"
Apricots,3.71,39.40000000000001,"=ROUND(B1292*C1292,2)"
Cherries,9.5,9.8,"=ROUND(B1293*C1293,2)"
Potatoes,0.86,16.6,"=ROUND(B1294*C1294,2)"
Grapefruit,0.76,4.800000000000001,"=ROUND(B1295*C1295,2)"
Watermelon,0.66,7.800000000000001,"=ROUND(B1296*C1296,2)"
Papaya,1.34,31.2,"=ROUND(B1297*C1297,2)"
Eggplant,2.32,35.5,"=ROUND(B1298*C1298,2)"
Celery,1.19,32.4,"=ROUND(B1299*C1299,2)"
Avocados,3.23,18.1,"=ROUND(B1300*C1300,2)"
Apricots,3.71,23.5,"=ROUND(B1301*C1301,2)"
Corn,1.07,29.9,"=ROUND(B1302*C1302,2)"
Brussels sprouts,1.65,12.1,"=ROUND(B1303*C1303,2)"
Orange,1.09,33.2,"=ROUND(B1304*C1304,2)"
Brussels sprouts,1.65,21.1,"=ROUND(B1305*C1305,2)"
Garlic,3.07,29.6,"=ROUND(B1306*C1306,2)"
Parsnips,2.27,1.5,"=ROUND(B1307*C1307,2)"
Watermelon,0.66,5.4,"=ROUND(B1308*C1308,2)"
Lime,1.06,35.6,"=ROUND(B1309*C1309,2)"
Corn,1.07,18.9,"=ROUND(B1310*C1310,2)"
Asparagus,2.49,12.7,"=ROUND(B1311*C1311,2)"
Cucumber,1.07,27.6,"=ROUND(B1312*C1312,2)"
Daikon,1.4,39.6,"=ROUND(B1313*C1313,2)"
Spinach,4.12,3.1,"=ROUND(B1314*C1314,2)"
Apples,1.88,10,"=ROUND(B1315*C1315,2)"
Beets,1.51,13.5,"=ROUND(B1316*C1316,2)"
Beets,1.51,17.1,"=ROUND(B1317*C1317,2)"
Garlic,3.07,26.3,"=ROUND(B1318*C1318,2)"
Carrots,1.26,21.3,"=ROUND(B1319*C1319,2)"
Eggplant,2.32,30.5,"=ROUND(B1320*C1320,2)"
Cucumber,1.07,16.7,"=ROUND(B1321*C1321,2)"
Apricots,3.71,22,"=ROUND(B1322*C1322,2)"
Red onion,0.78,36,"=ROUND(B1323*C1323,2)"
Bok choy,1.42,24,"=ROUND(B1324*C1324,2)"
Fava beans,2.69,39,"=ROUND(B1325*C1325,2)"
Garlic,3.07,33,"=ROUND(B1326*C1326,2)"
Garlic,3.07,9.600000000000001,"=ROUND(B1327*C1327,2)"
Garlic,3.07,18.3,"=ROUND(B1328*C1328,2)"
Kale,5.02,16.1,"=ROUND(B1329*C1329,2)"
Carrots,1.26,25.8,"=ROUND(B1330*C1330,2)"
Parsnips,2.27,29.6,"=ROUND(B1331*C1331,2)"
Fava beans,2.69,30,"=ROUND(B1332*C1332,2)"
Kale,5.02,24,"=ROUND(B1333*C1333,2)"
Garlic,3.07,22.4,"=ROUND(B1334*C1334,2)"
Papaya,1.34,39.7,"=ROUND(B1335*C1335,2)"
Fava beans,2.69,36.2,"=ROUND(B1336*C1336,2)"
Bok choy,1.42,23.6,"=ROUND(B1337*C1337,2)"
Watermelon,0.66,20.4,"=ROUND(B1338*C1338,2)"
Ginger,5.13,29.8,"=ROUND(B1339*C1339,2)"
Asparagus,2.49,37.1,"=ROUND(B1340*C1340,2)"
Fava beans,2.69,23.5,"=ROUND(B1341*C1341,2)"
Grapes,2.63,23.7,"=ROUND(B1342*C1342,2)"
Spinach,4.12,23.3,"=ROUND(B1343*C1343,2)"
Avocados,3.23,13.4,"=ROUND(B1344*C1344,2)"
Butternut squash,1.28,27.3,"=ROUND(B1345*C1345,2)"
Corn,1.07,32,"=ROUND(B1346*C1346,2)"
Spinach,4.12,34.4,"=ROUND(B1347*C1347,2)"
Grapes,2.63,23.5,"=ROUND(B1348*C1348,2)"
Corn,1.07,5.4,"=ROUND(B1349*C1349,2)"
Celery,1.19,5.800000000000001,"=ROUND(B1350*C1350,2)"
Coconuts,1.18,4.5,"=ROUND(B1351*C1351,2)"
Eggplant,2.32,17.2,"=ROUND(B1352*C1352,2)"
Spinach,4.12,3.2,"=ROUND(B1353*C1353,2)"
Kale,5.02,1.8,"=ROUND(B1354*C1354,2)"
Eggplant,2.32,12.8,"=ROUND(B1355*C1355,2)"
Beets,1.51,11.5,"=ROUND(B1356*C1356,2)"
Ginger,5.13,38.90000000000001,"=ROUND(B1357*C1357,2)"
Tomatoes,3.16,7.300000000000001,"=ROUND(B1358*C1358,2)"
Kale,5.02,5.100000000000001,"=ROUND(B1359*C1359,2)"
Brussels sprouts,1.65,37.5,"=ROUND(B1360*C1360,2)"
Ginger,5.13,7.300000000000001,"=ROUND(B1361*C1361,2)"
Carrots,1.26,22.1,"=ROUND(B1362*C1362,2)"
Parsnips,2.27,23.4,"=ROUND(B1363*C1363,2)"
Bananas,0.86,4.5,"=ROUND(B1364*C1364,2)"
Fava beans,2.69,21.5,"=ROUND(B1365*C1365,2)"
Celery,1.19,37.4,"=ROUND(B1366*C1366,2)"
Strawberries,4.4,26.5,"=ROUND(B1367*C1367,2)"
Grapes,2.63,37.7,"=ROUND(B1368*C1368,2)"
Celery,1.19,2.4,"=ROUND(B1369*C1369,2)"
Green peppers,1.89,3.2,"=ROUND(B1370*C1370,2)"
Green cabbage,0.8,6.100000000000001,"=ROUND(B1371*C1371,2)"
Tomatoes,3.16,24.1,"=ROUND(B1372*C1372,2)"
Okra,2.26,30.5,"=ROUND(B1373*C1373,2)"
Okra,2.26,39.5,"=ROUND(B1374*C1374,2)"
Orange,1.09,19.5,"=ROUND(B1375*C1375,2)"
Green peppers,1.89,2.5,"=ROUND(B1376*C1376,2)"
Eggplant,2.32,32,"=ROUND(B1377*C1377,2)"
Spinach,4.12,26.4,"=ROUND(B1378*C1378,2)"
Apricots,3.71,24.7,"=ROUND(B1379*C1379,2)"
Garlic,3.07,8,"=ROUND(B1380*C1380,2)"
Bananas,0.86,10.2,"=ROUND(B1381*C1381,2)"
Yellow peppers,2.87,19.9,"=ROUND(B1382*C1382,2)"
Asparagus,2.49,39.7,"=ROUND(B1383*C1383,2)"
Papaya,1.34,11.1,"=ROUND(B1384*C1384,2)"
Parsnips,2.27,37,"=ROUND(B1385*C1385,2)"
Fava beans,2.69,9.600000000000001,"=ROUND(B1386*C1386,2)"
Parsnips,2.27,9.4,"=ROUND(B1387*C1387,2)"
Brussels sprouts,1.65,6.4,"=ROUND(B1388*C1388,2)"
Papaya,1.34,35.7,"=ROUND(B1389*C1389,2)"
Tomatoes,3.16,2.8,"=ROUND(B1390*C1390,2)"
Beets,1.51,38.1,"=ROUND(B1391*C1391,2)"
Asparagus,2.49,19.9,"=ROUND(B1392*C1392,2)"
Green peppers,1.89,24,"=ROUND(B1393*C1393,2)"
Apricots,3.71,13.3,"=ROUND(B1394*C1394,2)"
Apples,1.88,33.5,"=ROUND(B1395*C1395,2)"
Brussels sprouts,1.65,24.7,"=ROUND(B1396*C1396,2)"
Eggplant,2.32,29.2,"=ROUND(B1397*C1397,2)"
Eggplant,2.32,4.3,"=ROUND(B1398*C1398,2)"
Lemon,1.27,25.4,"=ROUND(B1399*C1399,2)"
Fava beans,2.69,25.2,"=ROUND(B1400*C1400,2)"
Daikon,1.4,7.300000000000001,"=ROUND(B1401*C1401,2)"
Celery,1.19,37.9,"=ROUND(B1402*C1402,2)"
Brussels sprouts,1.65,19,"=ROUND(B1403*C1403,2)"
Green cabbage,0.8,18.7,"=ROUND(B1404*C1404,2)"
Okra,2.26,3.5,"=ROUND(B1405*C1405,2)"
Ginger,5.13,39,"=ROUND(B1406*C1406,2)"
Brussels sprouts,1.65,34.3,"=ROUND(B1407*C1407,2)"
Potatoes,0.86,32.2,"=ROUND(B1408*C1408,2)"
Okra,2.26,18.5,"=ROUND(B1409*C1409,2)"
Green cabbage,0.8,3,"=ROUND(B1410*C1410,2)"
Apples,1.88,36.9,"=ROUND(B1411*C1411,2)"
Brussels sprouts,1.65,12.1,"=ROUND(B1412*C1412,2)"
Papaya,1.34,36.6,"=ROUND(B1413*C1413,2)"
Lettuce,1.88,7.800000000000001,"=ROUND(B1414*C1414,2)"
Cucumber,1.07,12.7,"=ROUND(B1415*C1415,2)"
Okra,2.26,19.1,"=ROUND(B1416*C1416,2)"
Potatoes,0.86,11.8,"=ROUND(B1417*C1417,2)"
Grapefruit,0.76,9.1,"=ROUND(B1418*C1418,2)"
Garlic,3.07,11.7,"=ROUND(B1419*C1419,2)"
Eggplant,2.32,12.8,"=ROUND(B1420*C1420,2)"
Okra,2.26,24.1,"=ROUND(B1421*C1421,2)"
Bananas,0.86,9.1,"=ROUND(B1422*C1422,2)"
Lime,1.06,3.9,"=ROUND(B1423*C1423,2)"
Lettuce,1.88,14.1,"=ROUND(B1424*C1424,2)"
Butternut squash,1.28,9,"=ROUND(B1425*C1425,2)"
Daikon,1.4,26,"=ROUND(B1426*C1426,2)"
Potatoes,0.86,7.100000000000001,"=ROUND(B1427*C1427,2)"
Cherries,9.5,2,"=ROUND(B1428*C1428,2)"
Celery,1.19,38.2,"=ROUND(B1429*C1429,2)"
Butternut squash,1.28,13.8,"=ROUND(B1430*C1430,2)"
Corn,1.07,29.8,"=ROUND(B1431*C1431,2)"
Beets,1.51,28.3,"=ROUND(B1432*C1432,2)"
Apricots,3.71,2.5,"=ROUND(B1433*C1433,2)"
Red onion,0.78,25.8,"=ROUND(B1434*C1434,2)"
Ginger,5.13,31.3,"=ROUND(B1435*C1435,2)"
Spinach,4.12,27.1,"=ROUND(B1436*C1436,2)"
Carrots,1.26,12.7,"=ROUND(B1437*C1437,2)"
Papaya,1.34,7.7,"=ROUND(B1438*C1438,2)"
Grapes,2.63,28.3,"=ROUND(B1439*C1439,2)"
Asparagus,2.49,39.2,"=ROUND(B1440*C1440,2)"
Eggplant,2.32,14.5,"=ROUND(B1441*C1441,2)"
Coconuts,1.18,1.6,"=ROUND(B1442*C1442,2)"
Apricots,3.71,30.1,"=ROUND(B1443*C1443,2)"
Asparagus,2.49,13.8,"=ROUND(B1444*C1444,2)"
Coconuts,1.18,18.1,"=ROUND(B1445*C1445,2)"
Lime,1.06,3.5,"=ROUND(B1446*C1446,2)"
Parsnips,2.27,0.8,"=ROUND(B1447*C1447,2)"
Cucumber,1.07,0.8,"=ROUND(B1448*C1448,2)"
Strawberries,4.4,30.9,"=ROUND(B1449*C1449,2)"
Asparagus,2.49,4.7,"=ROUND(B1450*C1450,2)"
Lime,1.06,27.4,"=ROUND(B1451*C1451,2)"
Brussels sprouts,1.65,24.9,"=ROUND(B1452*C1452,2)"
Coconuts,1.18,3.7,"=ROUND(B1453*C1453,2)"
Cherries,9.5,28.8,"=ROUND(B1454*C1454,2)"
Coconuts,1.18,10.4,"=ROUND(B1455*C1455,2)"
Orange,1.09,13.9,"=ROUND(B1456*C1456,2)"
Tomatoes,3.16,19.1,"=ROUND(B1457*C1457,2)"
Apricots,3.71,9.600000000000001,"=ROUND(B1458*C1458,2)"
Yellow peppers,2.87,35.5,"=ROUND(B1459*C1459,2)"
Green cabbage,0.8,13.8,"=ROUND(B1460*C1460,2)"
Daikon,1.4,35.8,"=ROUND(B1461*C1461,2)"
Carrots,1.26,24,"=ROUND(B1462*C1462,2)"
Papaya,1.34,34.9,"=ROUND(B1463*C1463,2)"
Bananas,0.86,13.9,"=ROUND(B1464*C1464,2)"
Grapes,2.63,36.6,"=ROUND(B1465*C1465,2)"
Spinach,4.12,21.1,"=ROUND(B1466*C1466,2)"
Green cabbage,0.8,31.5,"=ROUND(B1467*C1467,2)"
Daikon,1.4,27.4,"=ROUND(B1468*C1468,2)"
Red onion,0.78,5.100000000000001,"=ROUND(B1469*C1469,2)"
Lettuce,1.88,15.2,"=ROUND(B1470*C1470,2)"
Parsnips,2.27,29.2,"=ROUND(B1471*C1471,2)"
Brussels sprouts,1.65,24,"=ROUND(B1472*C1472,2)"
Tomatoes,3.16,29,"=ROUND(B1473*C1473,2)"
Ginger,5.13,2.4,"=ROUND(B1474*C1474,2)"
Avocados,3.23,24.7,"=ROUND(B1475*C1475,2)"
Bananas,0.86,16.9,"=ROUND(B1476*C1476,2)"
Lemon,1.27,39.3,"=ROUND(B1477*C1477,2)"
Asparagus,2.49,5.5,"=ROUND(B1478*C1478,2)"
Coconuts,1.18,11.4,"=ROUND(B1479*C1479,2)"
Cucumber,1.07,4.100000000000001,"=ROUND(B1480*C1480,2)"
Lime,1.06,25.7,"=ROUND(B1481*C1481,2)"
Cherries,9.5,33.9,"=ROUND(B1482*C1482,2)"
Grapefruit,0.76,11.8,"=ROUND(B1483*C1483,2)"
Asparagus,2.49,20.3,"=ROUND(B1484*C1484,2)"
Coconuts,1.18,14.8,"=ROUND(B1485*C1485,2)"
Bananas,0.86,35.5,"=ROUND(B1486*C1486,2)"
Celery,1.19,36.9,"=ROUND(B1487*C1487,2)"
Green peppers,1.89,37.2,"=ROUND(B1488*C1488,2)"
Cherries,9.5,29,"=ROUND(B1489*C1489,2)"
Lemon,1.27,25.5,"=ROUND(B1490*C1490,2)"
Avocados,3.23,8.5,"=ROUND(B1491*C1491,2)"
Grapes,2.63,15.7,"=ROUND(B1492*C1492,2)"
Garlic,3.07,1.9,"=ROUND(B1493*C1493,2)"
Lime,1.06,15.6,"=ROUND(B1494*C1494,2)"
Butternut squash,1.28,10.8,"=ROUND(B1495*C1495,2)"
Daikon,1.4,31,"=ROUND(B1496*C1496,2)"
Green beans,2.52,4.9,"=ROUND(B1497*C1497,2)"
Red onion,0.78,26.6,"=ROUND(B1498*C1498,2)"
Bananas,0.86,34.8,"=ROUND(B1499*C1499,2)"
Orange,1.09,21.6,"=ROUND(B1500*C1500,2)"
Daikon,1.4,10.6,"=ROUND(B1501*C1501,2)"
Papaya,1.34,37,"=ROUND(B1502*C1502,2)"
Fava beans,2.69,7.600000000000001,"=ROUND(B1503*C1503,2)"
Lemon,1.27,32,"=ROUND(B1504*C1504,2)"
Asparagus,2.49,39.6,"=ROUND(B1505*C1505,2)"
Celery,1.19,19.5,"=ROUND(B1506*C1506,2)"
Ginger,5.13,10.7,"=ROUND(B1507*C1507,2)"
Apricots,3.71,17.9,"=ROUND(B1508*C1508,2)"
Yellow peppers,2.87,4.600000000000001,"=ROUND(B1509*C1509,2)"
Beets,1.51,34.5,"=ROUND(B1510*C1510,2)"
Lettuce,1.88,11.9,"=ROUND(B1511*C1511,2)"
Ginger,5.13,18.1,"=ROUND(B1512*C1512,2)"
Celery,1.19,36.1,"=ROUND(B1513*C1513,2)"
Grapes,2.63,3.9,"=ROUND(B1514*C1514,2)"
Beets,1.51,35.7,"=ROUND(B1515*C1515,2)"
Tomatoes,3.16,15.7,"=ROUND(B1516*C1516,2)"
Avocados,3.23,24.1,"=ROUND(B1517*C1517,2)"
Green peppers,1.89,34.8,"=ROUND(B1518*C1518,2)"
Kale,5.02,10.8,"=ROUND(B1519*C1519,2)"
Grapes,2.63,23.8,"=ROUND(B1520*C1520,2)"
Lime,1.06,21.7,"=ROUND(B1521*C1521,2)"
Garlic,3.07,23.5,"=ROUND(B1522*C1522,2)"
Okra,2.26,14.2,"=ROUND(B1523*C1523,2)"
Beets,1.51,1.9,"=ROUND(B1524*C1524,2)"
Ginger,5.13,0.5,"=ROUND(B1525*C1525,2)"
Bok choy,1.42,4.100000000000001,"=ROUND(B1526*C1526,2)"
Daikon,1.4,19.4,"=ROUND(B1527*C1527,2)"
Lettuce,1.88,13.3,"=ROUND(B1528*C1528,2)"
Corn,1.07,13.4,"=ROUND(B1529*C1529,2)"
Daikon,1.4,37.8,"=ROUND(B1530*C1530,2)"
Green cabbage,0.8,38.1,"=ROUND(B1531*C1531,2)"
Cucumber,1.07,12.1,"=ROUND(B1532*C1532,2)"
Tomatoes,3.16,36.7,"=ROUND(B1533*C1533,2)"
Celery,1.19,27.3,"=ROUND(B1534*C1534,2)"
Avocados,3.23,25.4,"=ROUND(B1535*C1535,2)"
Red onion,0.78,14.6,"=ROUND(B1536*C1536,2)"
Beets,1.51,10.7,"=ROUND(B1537*C1537,2)"
Carrots,1.26,9.3,"=ROUND(B1538*C1538,2)"
Butternut squash,1.28,18.4,"=ROUND(B1539*C1539,2)"
Coconuts,1.18,21,"=ROUND(B1540*C1540,2)"
Lemon,1.27,16.2,"=ROUND(B1541*C1541,2)"
Yellow peppers,2.87,35.4,"=ROUND(B1542*C1542,2)"
Lettuce,1.88,32,"=ROUND(B1543*C1543,2)"
Bananas,0.86,19,"=ROUND(B1544*C1544,2)"
Celery,1.19,27,"=ROUND(B1545*C1545,2)"
Watermelon,0.66,36.7,"=ROUND(B1546*C1546,2)"
Daikon,1.4,6.300000000000001,"=ROUND(B1547*C1547,2)"
Grapes,2.63,16.2,"=ROUND(B1548*C1548,2)"
Lemon,1.27,11.2,"=ROUND(B1549*C1549,2)"
Strawberries,4.4,13.1,"=ROUND(B1550*C1550,2)"
Green cabbage,0.8,3.7,"=ROUND(B1551*C1551,2)"
Green beans,2.52,7.800000000000001,"=ROUND(B1552*C1552,2)"
Kale,5.02,35.2,"=ROUND(B1553*C1553,2)"
Lime,1.06,8.700000000000001,"=ROUND(B1554*C1554,2)"
Papaya,1.34,2.1,"=ROUND(B1555*C1555,2)"
Yellow peppers,2.87,9.700000000000001,"=ROUND(B1556*C1556,2)"
Eggplant,2.32,15,"=ROUND(B1557*C1557,2)"
Apples,1.88,13.4,"=ROUND(B1558*C1558,2)"
Spinach,4.12,26.1,"=ROUND(B1559*C1559,2)"
Brussels sprouts,1.65,20.1,"=ROUND(B1560*C1560,2)"
Grapefruit,0.76,22.7,"=ROUND(B1561*C1561,2)"
Garlic,3.07,13,"=ROUND(B1562*C1562,2)"
Asparagus,2.49,10.3,"=ROUND(B1563*C1563,2)"
Carrots,1.26,37.7,"=ROUND(B1564*C1564,2)"
Daikon,1.4,39.2,"=ROUND(B1565*C1565,2)"
Okra,2.26,13.3,"=ROUND(B1566*C1566,2)"
Strawberries,4.4,10,"=ROUND(B1567*C1567,2)"
Green peppers,1.89,14,"=ROUND(B1568*C1568,2)"
Okra,2.26,4.5,"=ROUND(B1569*C1569,2)"
Celery,1.19,13.1,"=ROUND(B1570*C1570,2)"
Green peppers,1.89,24.2,"=ROUND(B1571*C1571,2)"
Green peppers,1.89,31,"=ROUND(B1572*C1572,2)"
Orange,1.09,12.7,"=ROUND(B1573*C1573,2)"
Garlic,3.07,25.4,"=ROUND(B1574*C1574,2)"
Daikon,1.4,31.8,"=ROUND(B1575*C1575,2)"
Parsnips,2.27,32.3,"=ROUND(B1576*C1576,2)"
Coconuts,1.18,3.1,"=ROUND(B1577*C1577,2)"
Red onion,0.78,11,"=ROUND(B1578*C1578,2)"
Lettuce,1.88,25.4,"=ROUND(B1579*C1579,2)"
Lettuce,1.88,30.4,"=ROUND(B1580*C1580,2)"
Potatoes,0.86,24.3,"=ROUND(B1581*C1581,2)"
Asparagus,2.49,29.4,"=ROUND(B1582*C1582,2)"
Eggplant,2.32,9.600000000000001,"=ROUND(B1583*C1583,2)"
Corn,1.07,21.5,"=ROUND(B1584*C1584,2)"
Cucumber,1.07,17.1,"=ROUND(B1585*C1585,2)"
Green beans,2.52,25.4,"=ROUND(B1586*C1586,2)"
Orange,1.09,37.4,"=ROUND(B1587*C1587,2)"
Yellow peppers,2.87,24.9,"=ROUND(B1588*C1588,2)"
Carrots,1.26,22.2,"=ROUND(B1589*C1589,2)"
Bananas,0.86,34.1,"=ROUND(B1590*C1590,2)"
Fava beans,2.69,0.7000000000000001,"=ROUND(B1591*C1591,2)"
Grapefruit,0.76,28.5,"=ROUND(B1592*C1592,2)"
Green peppers,1.89,37,"=ROUND(B1593*C1593,2)"
Watermelon,0.66,30.4,"=ROUND(B1594*C1594,2)"
Celery,1.19,36.6,"=ROUND(B1595*C1595,2)"
Strawberries,4.4,5.5,"=ROUND(B1596*C1596,2)"
Green beans,2.52,40,"=ROUND(B1597*C1597,2)"
Red onion,0.78,33,"=ROUND(B1598*C1598,2)"
Garlic,3.07,20,"=ROUND(B1599*C1599,2)"
Lemon,1.27,14.1,"=ROUND(B1600*C1600,2)"
Green peppers,1.89,23,"=ROUND(B1601*C1601,2)"
Strawberries,4.4,28.7,"=ROUND(B1602*C1602,2)"
Spinach,4.12,5.7,"=ROUND(B1603*C1603,2)"
Lime,1.06,5,"=ROUND(B1604*C1604,2)"
Corn,1.07,30.7,"=ROUND(B1605*C1605,2)"
Green beans,2.52,8.1,"=ROUND(B1606*C1606,2)"
Papaya,1.34,20.8,"=ROUND(B1607*C1607,2)"
Green beans,2.52,35.9,"=ROUND(B1608*C1608,2)"
Spinach,4.12,25.1,"=ROUND(B1609*C1609,2)"
Avocados,3.23,15.4,"=ROUND(B1610*C1610,2)"
Lime,1.06,36.2,"=ROUND(B1611*C1611,2)"
Papaya,1.34,7.100000000000001,"=ROUND(B1612*C1612,2)"
Daikon,1.4,9.200000000000001,"=ROUND(B1613*C1613,2)"
Daikon,1.4,28.2,"=ROUND(B1614*C1614,2)"
Apples,1.88,33.7,"=ROUND(B1615*C1615,2)"
Bananas,0.86,6.4,"=ROUND(B1616*C1616,2)"
Watermelon,0.66,23.4,"=ROUND(B1617*C1617,2)"
Grapes,2.63,17.6,"=ROUND(B1618*C1618,2)"
Apples,1.88,4.5,"=ROUND(B1619*C1619,2)"
Green peppers,1.89,4.3,"=ROUND(B1620*C1620,2)"
Avocados,3.23,31.2,"=ROUND(B1621*C1621,2)"
Papaya,1.34,8.6,"=ROUND(B1622*C1622,2)"
Yellow peppers,2.87,37.5,"=ROUND(B1623*C1623,2)"
Bananas,0.86,33.4,"=ROUND(B1624*C1624,2)"
Eggplant,2.32,3.7,"=ROUND(B1625*C1625,2)"
Fava beans,2.69,21.9,"=ROUND(B1626*C1626,2)"
Parsnips,2.27,7.4,"=ROUND(B1627*C1627,2)"
Asparagus,2.49,11.1,"=ROUND(B1628*C1628,2)"
Lime,1.06,38.2,"=ROUND(B1629*C1629,2)"
Papaya,1.34,29.1,"=ROUND(B1630*C1630,2)"
Bok choy,1.42,13.4,"=ROUND(B1631*C1631,2)"
Watermelon,0.66,24.3,"=ROUND(B1632*C1632,2)"
Ginger,5.13,34.7,"=ROUND(B1633*C1633,2)"
Spinach,4.12,23.1,"=ROUND(B1634*C1634,2)"
Grapefruit,0.76,35.7,"=ROUND(B1635*C1635,2)"
Spinach,4.12,25.1,"=ROUND(B1636*C1636,2)"
Okra,2.26,8.3,"=ROUND(B1637*C1637,2)"
Fava beans,2.69,24.2,"=ROUND(B1638*C1638,2)"
Celery,1.19,27.1,"=ROUND(B1639*C1639,2)"
Okra,2.26,28.8,"=ROUND(B1640*C1640,2)"
Bananas,0.86,24.9,"=ROUND(B1641*C1641,2)"
Brussels sprouts,1.65,1.4,"=ROUND(B1642*C1642,2)"
Garlic,3.07,16.8,"=ROUND(B1643*C1643,2)"
Tomatoes,3.16,9.1,"=ROUND(B1644*C1644,2)"
Garlic,3.07,1.4,"=ROUND(B1645*C1645,2)"
Fava beans,2.69,9.700000000000001,"=ROUND(B1646*C1646,2)"
Corn,1.07,23.8,"=ROUND(B1647*C1647,2)"
Watermelon,0.66,25.6,"=ROUND(B1648*C1648,2)"
Lime,1.06,16.3,"=ROUND(B1649*C1649,2)"
Parsnips,2.27,15.6,"=ROUND(B1650*C1650,2)"
Cherries,9.5,0.5,"=ROUND(B1651*C1651,2)"
Papaya,1.34,24.1,"=ROUND(B1652*C1652,2)"
Brussels sprouts,1.65,7,"=ROUND(B1653*C1653,2)"
Apricots,3.71,8.5,"=ROUND(B1654*C1654,2)"
Grapes,2.63,31.4,"=ROUND(B1655*C1655,2)"
Beets,1.51,17.4,"=ROUND(B1656*C1656,2)"
Okra,2.26,0.9,"=ROUND(B1657*C1657,2)"
Cherries,9.5,38,"=ROUND(B1658*C1658,2)"
Parsnips,2.27,2.3,"=ROUND(B1659*C1659,2)"
Red onion,0.78,34.9,"=ROUND(B1660*C1660,2)"
Eggplant,2.32,33,"=ROUND(B1661*C1661,2)"
Brussels sprouts,1.65,3.3,"=ROUND(B1662*C1662,2)"
Green beans,2.52,30.9,"=ROUND(B1663*C1663,2)"
Papaya,1.34,32.8,"=ROUND(B1664*C1664,2)"
Tomatoes,3.16,16.2,"=ROUND(B1665*C1665,2)"
Cucumber,1.07,37.2,"=ROUND(B1666*C1666,2)"
Beets,1.51,11.3,"=ROUND(B1667*C1667,2)"
Celery,1.19,4.800000000000001,"=ROUND(B1668*C1668,2)"
Lemon,1.27,39.1,"=ROUND(B1669*C1669,2)"
Okra,2.26,16,"=ROUND(B1670*C1670,2)"
Bananas,0.86,20.2,"=ROUND(B1671*C1671,2)"
Grapefruit,0.76,38.40000000000001,"=ROUND(B1672*C1672,2)"
Strawberries,4.4,13.3,"=ROUND(B1673*C1673,2)"
Asparagus,2.49,28.9,"=ROUND(B1674*C1674,2)"
Ginger,5.13,39.7,"=ROUND(B1675*C1675,2)"
Lemon,1.27,8,"=ROUND(B1676*C1676,2)"
Apples,1.88,20.4,"=ROUND(B1677*C1677,2)"
Kale,5.02,16,"=ROUND(B1678*C1678,2)"
Coconuts,1.18,37.9,"=ROUND(B1679*C1679,2)"
Celery,1.19,31,"=ROUND(B1680*C1680,2)"
Bok choy,1.42,26.6,"=ROUND(B1681*C1681,2)"
Beets,1.51,18.4,"=ROUND(B1682*C1682,2)"
Bananas,0.86,5.9,"=ROUND(B1683*C1683,2)"
Tomatoes,3.16,9.5,"=ROUND(B1684*C1684,2)"
Eggplant,2.32,2.6,"=ROUND(B1685*C1685,2)"
Avocados,3.23,11.2,"=ROUND(B1686*C1686,2)"
Asparagus,2.49,21.3,"=ROUND(B1687*C1687,2)"
Watermelon,0.66,4.3,"=ROUND(B1688*C1688,2)"
Papaya,1.34,29.4,"=ROUND(B1689*C1689,2)"
Lime,1.06,29,"=ROUND(B1690*C1690,2)"
Bananas,0.86,33.8,"=ROUND(B1691*C1691,2)"
Okra,2.26,11.9,"=ROUND(B1692*C1692,2)"
Daikon,1.4,0.5,"=ROUND(B1693*C1693,2)"
Ginger,5.13,25.6,"=ROUND(B1694*C1694,2)"
Bok choy,1.42,23.3,"=ROUND(B1695*C1695,2)"
Celery,1.19,1.3,"=ROUND(B1696*C1696,2)"
Asparagus,2.49,31,"=ROUND(B1697*C1697,2)"
Grapes,2.63,25.4,"=ROUND(B1698*C1698,2)"
Cherries,9.5,10,"=ROUND(B1699*C1699,2)"
Grapefruit,0.76,31.5,"=ROUND(B1700*C1700,2)"
Bok choy,1.42,22.1,"=ROUND(B1701*C1701,2)"
Butternut squash,1.28,17.8,"=ROUND(B1702*C1702,2)"
Butternut squash,1.28,22.8,"=ROUND(B1703*C1703,2)"
Green peppers,1.89,25.4,"=ROUND(B1704*C1704,2)"
Garlic,3.07,10.2,"=ROUND(B1705*C1705,2)"
Tomatoes,3.16,15.2,"=ROUND(B1706*C1706,2)"
Tomatoes,3.16,7.2,"=ROUND(B1707*C1707,2)"
Coconuts,1.18,5.7,"=ROUND(B1708*C1708,2)"
Daikon,1.4,10.1,"=ROUND(B1709*C1709,2)"
Parsnips,2.27,1.4,"=ROUND(B1710*C1710,2)"
Grapes,2.63,35.5,"=ROUND(B1711*C1711,2)"
Red onion,0.78,7.600000000000001,"=ROUND(B1712*C1712,2)"
